Avail_Sol,Avail_Wind_On,Avail_Wind_Off
0.004211702,0.32820371,0.358430842
4.10E-05,0.326261756,0.355431264
0,0.318377758,0.343247155
0,0.307746798,0.326652776
0,0.291067878,0.303134579
0,0.27116833,0.283750085
0,0.256295136,0.279981781
0,0.240418677,0.240031194
0,0.233707319,0.208053634
0,0.215426786,0.199113677
0,0.188694224,0.18708115
0,0.176488956,0.185923481
0,0.160731558,0.176568359
0,0.151668978,0.178630482
0,0.13843785,0.179507327
0,0.130405433,0.181573917
0,0.126830644,0.205281336
1.42E-07,0.12657355,0.237782126
0.005022152,0.127868929,0.261609876
0.093583903,0.144782297,0.282929403
0.214877515,0.144272229,0.335272689
0.246626538,0.143236901,0.36129001
0.226688681,0.143332385,0.401885267
0.162619942,0.143446482,0.455485993
0.028417003,0.146367589,0.483014752
8.17E-05,0.155476915,0.500232166
0,0.16761953,0.516673279
0,0.179023432,0.523657826
0,0.189127481,0.519465936
0,0.196294328,0.51245012
0,0.202654059,0.503127361
0,0.248942671,0.508804054
0,0.264061998,0.541599395
0,0.269475995,0.571998894
0,0.268439771,0.560075711
0,0.280095974,0.554629767
0,0.284709713,0.533209696
0,0.293682539,0.523240032
0,0.297226821,0.51199226
0,0.300997544,0.501986109
0,0.312149958,0.503726568
4.56E-07,0.319974315,0.493421798
0.003375183,0.334211401,0.503943065
0.049170774,0.344835491,0.513537376
0.096446181,0.358989755,0.537993235
0.104366088,0.361112316,0.524049411
0.091154775,0.35138205,0.488985456
0.036740653,0.347893087,0.485022138
0.005345722,0.350760111,0.490426534
7.11E-05,0.357697858,0.498398403
0,0.368755169,0.491828386
0,0.381719148,0.496016078
0,0.383250018,0.499387758
0,0.380656514,0.51580185
0,0.38868839,0.529547061
0,0.396859902,0.506884296
0,0.405333336,0.510457728
0,0.426137608,0.528482791
0,0.425384423,0.522541821
0,0.42266819,0.537957308
0,0.431624625,0.538263784
0,0.445826953,0.568491475
0,0.457932158,0.59260567
0,0.45908383,0.596727815
0,0.475542822,0.60905916
5.80E-07,0.482510959,0.610122171
0.002173496,0.488778941,0.623865142
0.019320253,0.500336304,0.697335229
0.044265894,0.506858136,0.68962186
0.049941872,0.514355936,0.651408339
0.03048715,0.514353399,0.627572555
0.013061545,0.532392156,0.637922843
0.003446521,0.569599662,0.677410923
5.90E-05,0.609572122,0.704102522
0,0.643400941,0.712517649
0,0.672047396,0.740329782
0,0.692084926,0.785357583
0,0.703624512,0.813969036
0,0.702265673,0.826070798
0,0.670229209,0.845018136
0,0.664171372,0.844296964
0,0.648768608,0.856646097
0,0.642537032,0.876921673
0,0.632448069,0.885052706
0,0.610195272,0.880437082
0,0.600778382,0.853513764
0,0.589288952,0.847760544
0,0.581054694,0.840384709
0,0.566780494,0.818283558
2.39E-06,0.555244753,0.779709393
0.005921562,0.544588335,0.738663052
0.042225047,0.563859105,0.731856028
0.041863082,0.60241379,0.654440688
0.037495213,0.64735162,0.573555634
0.021876354,0.68280533,0.658263617
0.009227853,0.722033615,0.70978042
0.003841856,0.75223637,0.740091451
0.000143802,0.765509315,0.684020496
0,0.771415337,0.65077422
0,0.785961578,0.614946865
0,0.794343106,0.636368195
0,0.791147459,0.682659769
0,0.776992228,0.693088186
0,0.759411763,0.615677469
0,0.740451596,0.50918303
0,0.718520625,0.396241318
0,0.695827168,0.347365047
0,0.674865989,0.363606462
0,0.67185579,0.420860543
0,0.681592975,0.439399372
0,0.686515763,0.439695299
0,0.682320615,0.463956049
0,0.659674624,0.479628533
4.85E-06,0.625927343,0.490793481
0.01277812,0.599574665,0.492962849
0.097134061,0.593380935,0.498621776
0.130479659,0.575017944,0.495278271
0.135131233,0.543033372,0.496431996
0.130378842,0.515267046,0.498500197
0.107788079,0.460039046,0.484997871
0.031158885,0.405515751,0.472736397
0.000250756,0.371743842,0.458823128
0,0.335199549,0.442800346
0,0.317047295,0.447806631
0,0.304103169,0.462132127
0,0.301144482,0.496172992
0,0.298193306,0.526661177
0,0.296149992,0.574322066
0,0.295269456,0.573838806
0,0.285443587,0.600469669
0,0.282154447,0.604838051
0,0.276597595,0.580086307
0,0.273579399,0.554558726
0,0.270589378,0.517828079
0,0.267638948,0.48495393
0,0.272052362,0.45865516
0,0.273034754,0.430248603
7.58E-06,0.28203584,0.384275635
0.017689564,0.294587714,0.337664716
0.16669457,0.312993901,0.338179659
0.225815364,0.295981946,0.314997047
0.263166714,0.294650092,0.307692481
0.25287222,0.29239801,0.305715906
0.170644243,0.28917305,0.342988068
0.063252084,0.281726676,0.402478614
0.000543304,0.273235866,0.447013782
0,0.26819458,0.453314918
0,0.266497635,0.441300547
0,0.259400938,0.401632302
0,0.247322199,0.371743281
0,0.234635824,0.336295277
0,0.21909674,0.304505826
0,0.191996927,0.22279576
0,0.177061432,0.16382234
0,0.17519043,0.140749345
0,0.169481771,0.139129251
0,0.162505895,0.153789996
0,0.147426069,0.175110672
0,0.136564124,0.197383105
0,0.130098856,0.214953942
0,0.130883708,0.233304508
1.50E-05,0.139000528,0.266161424
0.019593932,0.150820269,0.32882732
0.131852144,0.189693969,0.448975619
0.18633936,0.222536254,0.482742716
0.198748456,0.259786232,0.495327066
0.194582222,0.318983609,0.527796821
0.146542726,0.38630279,0.566843948
0.021094491,0.459339245,0.601781979
0.000194686,0.530335785,0.626790781
0,0.59761315,0.680942543
0,0.645889867,0.722285905
0,0.664735545,0.760283424
0,0.649235192,0.796129039
0,0.622551379,0.814543567
0,0.615989817,0.810306397
0,0.622345535,0.821945178
0,0.61649528,0.819394498
0,0.621107461,0.81401967
0,0.627193559,0.802846875
0,0.623007186,0.800553589
0,0.61133826,0.79108595
0,0.587391894,0.745169254
0,0.571580013,0.712065628
0,0.564078621,0.693875353
1.71E-05,0.55816001,0.688794656
0.011057736,0.55255236,0.687394651
0.081251463,0.551859976,0.692605386
0.153206498,0.548581376,0.682336596
0.174242382,0.544019115,0.69337948
0.130241481,0.532772788,0.707137104
0.08697576,0.523076203,0.719648936
0.030749329,0.517503587,0.725157986
0.000526089,0.518704087,0.743770693
0,0.515329154,0.754486821
0,0.509198455,0.76352842
0,0.501058071,0.758654061
0,0.492524796,0.753061602
0,0.479265451,0.74308481
0,0.422371434,0.721698016
0,0.41510215,0.718669314
0,0.398678909,0.70985619
0,0.375379915,0.708840908
0,0.363441716,0.716422697
0,0.33779321,0.702220116
0,0.32477718,0.680801143
0,0.311475039,0.651140826
0,0.298916977,0.630983089
0,0.296369333,0.631933901
2.18E-05,0.302827492,0.635948337
0.004938346,0.310863706,0.636323776
0.031388844,0.299111897,0.615841262
0.068948532,0.300848332,0.621264259
0.108180236,0.302475458,0.632307454
0.088826941,0.291960428,0.622973683
0.049051236,0.291875524,0.591427519
0.021096973,0.29512731,0.56754797
0.000770438,0.302240684,0.559152756
0,0.3175562,0.577119641
0,0.33064499,0.599277127
0,0.346897543,0.613123762
0,0.358658603,0.634860559
0,0.370413081,0.669291132
0,0.358065364,0.642851696
0,0.355863711,0.672398846
0,0.35914929,0.715517757
0,0.361396921,0.726359191
0,0.361210549,0.73656771
0,0.362319359,0.717381209
0,0.363525296,0.719594149
0,0.363871466,0.723347691
0,0.370607641,0.732326682
0,0.363403356,0.73460722
7.13E-05,0.366310676,0.740394296
0.037453749,0.359479783,0.739440518
0.161847141,0.321666872,0.725155925
0.216989035,0.336179388,0.74155412
0.248790231,0.33642772,0.765449354
0.238015742,0.343937661,0.794574361
0.177500738,0.339568082,0.809208472
0.05081584,0.339736588,0.813727879
0.000669208,0.342344309,0.803821529
0,0.360709917,0.77283013
0,0.382646233,0.757878668
0,0.417431198,0.775715334
0,0.442769086,0.797049029
0,0.470968783,0.815692806
0,0.501807646,0.810903341
0,0.523477314,0.822348382
0,0.550746311,0.80221981
0,0.571964646,0.774325197
0,0.597860908,0.783928318
0,0.62213645,0.785643588
0,0.638478486,0.786758791
0,0.652092697,0.796574714
0,0.67437912,0.806374153
0,0.688103013,0.806995038
3.33E-05,0.690939635,0.802511945
0.005005114,0.69559723,0.799188504
0.030207993,0.721622415,0.773949534
0.068594047,0.707641009,0.750912052
0.084336704,0.698825395,0.729799956
0.061041911,0.6849398,0.718020055
0.024186948,0.662675487,0.708748892
0.006980197,0.650124904,0.704111474
0.000641069,0.633899067,0.701226694
0,0.611173124,0.695744769
0,0.592914668,0.689397577
0,0.575563731,0.684270399
0,0.558573649,0.684911908
0,0.541108795,0.686774807
0,0.542506012,0.669514202
0,0.527954141,0.667838608
0,0.515132102,0.666935245
0,0.497954859,0.665095397
0,0.487583746,0.662392689
0,0.476597561,0.655391448
0,0.466634122,0.652575236
0,0.453829197,0.648550795
0,0.449371332,0.644333279
0,0.448279536,0.639606575
0.000106701,0.446790582,0.641542449
0.017777895,0.453898238,0.656476848
0.082327907,0.479652627,0.637968621
0.137441279,0.470914454,0.610118843
0.153260276,0.476575626,0.585768759
0.131632162,0.491681268,0.575955466
0.095319491,0.50554179,0.546361743
0.052858312,0.524995565,0.549114878
0.001952255,0.513634436,0.545432643
0,0.516386951,0.510497381
0,0.5153993,0.451705799
0,0.518383708,0.425308784
0,0.509000173,0.410164327
0,0.500384488,0.416642607
0,0.48030019,0.382367947
0,0.461633826,0.362560973
0,0.439545732,0.390991452
0,0.420001716,0.388790858
0,0.393647064,0.377326004
0,0.367633573,0.401727089
0,0.352386136,0.425860254
0,0.33054657,0.403175645
0,0.304571747,0.381663848
0,0.287221944,0.413771817
0.000285945,0.269434646,0.444136248
0.098439021,0.243013717,0.436008192
0.329924537,0.247273702,0.382688783
0.443899094,0.223422019,0.336152363
0.491133176,0.199593654,0.31006726
0.462254204,0.184353849,0.292245993
0.346354823,0.182621741,0.274551997
0.170947033,0.180518431,0.274138236
0.005011076,0.184834878,0.295225268
0,0.194932892,0.321142784
0,0.21165876,0.340287021
0,0.229548986,0.365309101
0,0.246067169,0.40263854
0,0.260340832,0.415804945
0,0.298493723,0.440437985
0,0.301273237,0.415183083
0,0.317094362,0.408854031
0,0.322252047,0.387765975
0,0.339161312,0.391064212
0,0.346894183,0.390262479
0,0.35478378,0.397033488
0,0.365562417,0.405842536
0,0.379236629,0.437870233
0,0.389573138,0.463376275
0.000365638,0.397742052,0.49861168
0.082577377,0.40451485,0.530285274
0.249155115,0.414960995,0.538500214
0.350576655,0.40137792,0.527670006
0.396399304,0.388643611,0.536258338
0.369741414,0.389684625,0.534313279
0.284608476,0.415872323,0.546953145
0.143985938,0.422815824,0.546748046
0.005668244,0.423962101,0.543450775
0,0.415058929,0.553079487
0,0.402266734,0.564896937
0,0.391654491,0.568356796
0,0.376609476,0.563080107
0,0.364355903,0.559278211
0,0.36987082,0.50363992
0,0.380854443,0.537787408
0,0.375982494,0.579492063
0,0.361814072,0.603844433
0,0.357768938,0.642272272
0,0.340521704,0.64847421
0,0.321315761,0.671760709
0,0.316236035,0.70220368
0,0.311904487,0.707720887
0,0.314179703,0.722546695
0.000619722,0.302067448,0.71304097
0.111221403,0.283449317,0.746225971
0.270919311,0.270439293,0.741679364
0.347008019,0.275863171,0.76265473
0.347920503,0.25038356,0.757320838
0.34053362,0.236085576,0.763716813
0.26918973,0.231634079,0.78428215
0.149282164,0.235197941,0.781417696
0.007695559,0.231963447,0.789861704
0,0.222628706,0.799679839
0,0.220760218,0.819492526
0,0.216981409,0.825037387
0,0.227142547,0.840376801
0,0.235354149,0.853246064
0,0.250654117,0.868645363
0,0.265549625,0.877344026
0,0.269867476,0.88370739
0,0.269482107,0.884509904
0,0.271269385,0.884697189
0,0.27546493,0.881716078
0,0.281034082,0.880339102
0,0.284631699,0.883757995
0,0.282069673,0.885086063
0,0.279007292,0.884619344
0.00076982,0.277464017,0.884693781
0.096521809,0.275815943,0.885762602
0.198292467,0.276077592,0.883534717
0.270211267,0.271005157,0.879198167
0.289592777,0.259233344,0.880238585
0.314953875,0.252143398,0.881269083
0.257922387,0.244509452,0.878565154
0.170688616,0.240316934,0.874965587
0.009416023,0.228979194,0.87035619
0,0.218516329,0.865179004
0,0.210005088,0.8535846
0,0.19937393,0.840034568
0,0.187091579,0.82099227
0,0.177115805,0.796818945
0,0.180604642,0.748054091
0,0.166589458,0.703326068
0,0.147542053,0.670992565
0,0.134920956,0.62964394
0,0.130129267,0.576101765
0,0.126435181,0.521779048
0,0.119031674,0.476145628
0,0.102518844,0.402248464
0,0.093030012,0.325906208
0,0.096851148,0.253271162
0.000919999,0.106026703,0.225561532
0.088923276,0.10820642,0.206213264
0.193669692,0.110626838,0.188626999
0.28602761,0.11433227,0.218138247
0.342745144,0.121281126,0.260869362
0.348462647,0.11698005,0.308556744
0.26579903,0.116335754,0.346880336
0.150789506,0.122530978,0.390612578
0.011363048,0.138305108,0.42239032
9.87E-08,0.15735064,0.445788405
0,0.165065474,0.489535717
0,0.164830466,0.507725808
0,0.172418554,0.5169858
0,0.182366438,0.507979566
0,0.173180309,0.446332917
0,0.183572093,0.507853555
0,0.196130514,0.540213705
0,0.203962725,0.511591157
0,0.210148158,0.490488085
0,0.220993699,0.482491574
0,0.228565525,0.484793164
0,0.226529679,0.493060837
0,0.223350837,0.493716621
0,0.230337036,0.50427605
0.001263752,0.242636869,0.496597828
0.075920411,0.250521859,0.482214701
0.172386912,0.240323878,0.429073385
0.262141111,0.233041753,0.42726576
0.259575433,0.212804954,0.415947566
0.225050824,0.208923736,0.404569649
