Avail_Sol,Avail_Wind_On,Avail_Wind_Off
0.028059727,0.381771004,0.441732919
0.018337093,0.372939166,0.452189626
0.006335297,0.36915468,0.44957348
0.000358405,0.35926605,0.448075345
0,0.355345292,0.456369118
0,0.350313813,0.466262442
0,0.346306828,0.475156501
0,0.345117471,0.482226691
0,0.340002684,0.493950473
0,0.337513629,0.50394807
0,0.349346766,0.511907208
0,0.344848855,0.503674309
0,0.343878109,0.478773306
0,0.359225372,0.463400676
0,0.377077309,0.437222436
0,0.39917413,0.423125861
0,0.41278092,0.427731598
0,0.42272231,0.441171538
0,0.435932125,0.44719044
0,0.449300527,0.449389572
7.72E-05,0.463554284,0.461043859
0.009485505,0.472956244,0.476890703
0.049029119,0.534858702,0.523445111
0.102981412,0.513024611,0.536733339
0.107297275,0.498073044,0.555973269
0.060691849,0.493993873,0.587829406
0.021262117,0.503474484,0.628564911
0.00063996,0.524527333,0.685189767
0,0.540316945,0.735053281
0,0.558448622,0.766966413
0,0.572783479,0.786628402
0,0.580332996,0.801595914
0,0.593564896,0.812026909
0,0.590198183,0.809358118
0,0.571079943,0.77101614
0,0.573789014,0.760412028
0,0.586257689,0.741485556
0,0.594860974,0.707130155
0,0.59052344,0.68062576
0,0.552531293,0.670151507
0,0.528375656,0.660312548
0,0.49871233,0.650132086
0,0.454915877,0.647620847
0,0.446110826,0.637691095
0.000177529,0.471114835,0.635177372
0.03343104,0.507596238,0.63262233
0.096984408,0.548143502,0.62829221
0.129393724,0.569711601,0.63653963
0.131078944,0.583373835,0.649126443
0.110143271,0.574392031,0.669072961
0.050333924,0.565042443,0.678147804
0.00165601,0.55125828,0.692721606
0,0.555286331,0.697768437
0,0.588751656,0.689225451
0,0.639845583,0.722849469
0,0.66806364,0.783208204
0,0.682976925,0.795376557
0,0.675996136,0.798779544
0,0.673971088,0.810594355
0,0.618777423,0.825840552
0,0.566360438,0.826006684
0,0.52301194,0.812497994
0,0.498163398,0.787113746
0,0.480786363,0.755422075
0,0.471098014,0.721990642
0,0.447055271,0.677002473
0,0.434606386,0.634071622
0,0.432157531,0.591040786
0.000185902,0.440805909,0.554446374
0.027856515,0.447004556,0.523210841
0.081678554,0.453059429,0.468362051
0.115723804,0.459585502,0.482920765
0.126450437,0.460078637,0.510068228
0.094661488,0.45997132,0.521049818
0.039573946,0.475602795,0.530740561
0.001417127,0.467808683,0.541928318
0,0.446849529,0.560946606
0,0.425894456,0.561872316
0,0.411874112,0.544953008
0,0.399767921,0.537075577
0,0.376352597,0.534495231
0,0.351171747,0.519754226
0,0.305983881,0.44157908
0,0.307829365,0.425473681
0,0.303897311,0.416845338
0,0.30816141,0.384491163
0,0.309910515,0.349728631
0,0.303308391,0.330044878
0,0.299502098,0.322852766
0,0.301615777,0.326369062
0,0.310285901,0.355598168
0,0.312490441,0.385842279
0.000165871,0.308954199,0.405767101
0.020384509,0.30212533,0.415528651
0.058252873,0.30223401,0.420628549
0.107592334,0.305698426,0.436000857
0.132647852,0.307238023,0.446302772
0.108688512,0.311055677,0.46190641
0.039698279,0.313379899,0.471690538
0.001873826,0.310108702,0.466600759
0,0.299279321,0.455085124
0,0.284894228,0.442144768
0,0.273177151,0.424979067
0,0.259729977,0.410747249
0,0.245942956,0.405099376
0,0.231549625,0.408495039
0,0.269580247,0.467143261
0,0.244113694,0.470051412
0,0.225157118,0.472750432
0,0.214584395,0.47682197
0,0.199500757,0.483302173
0,0.185572899,0.491290866
0,0.173865652,0.489799654
0,0.16464301,0.485024277
0,0.161136907,0.476497133
0,0.163166929,0.469603722
0.000103135,0.168747051,0.474156635
0.009539491,0.172454116,0.484697749
0.05918544,0.196398524,0.482026234
0.122975747,0.185465508,0.464653001
0.134504251,0.183561185,0.453858071
0.083707515,0.176990867,0.449852175
0.012524316,0.166192749,0.454507742
0.000275336,0.160714585,0.460301574
0,0.150514122,0.448886906
0,0.141849683,0.435027102
0,0.136540089,0.409681493
0,0.133811574,0.380522533
0,0.134076628,0.361916824
0,0.132313215,0.367672087
0,0.140136604,0.354318835
0,0.142629375,0.343370629
0,0.146211057,0.335842552
0,0.144904657,0.346913746
0,0.138619669,0.358173644
0,0.131783548,0.354692615
0,0.124426898,0.358417166
0,0.120384429,0.358969033
0,0.120932193,0.353761428
0,0.125684077,0.358915738
0.000139008,0.125974544,0.355409953
0.006877474,0.122366024,0.351132127
0.028309077,0.115247597,0.347507804
0.056923971,0.107454987,0.327740409
0.063995769,0.103759566,0.319609897
0.035604217,0.107534427,0.325089258
0.014372928,0.119474468,0.345909814
0.000888026,0.140502046,0.378793606
0,0.152020568,0.398545267
0,0.160228453,0.426224042
0,0.164862744,0.445410523
0,0.174720241,0.464629921
0,0.183401973,0.473441838
0,0.184374204,0.482109095
0,0.165447184,0.43240082
0,0.160709182,0.430266491
0,0.161315174,0.427600667
0,0.160579895,0.42486879
0,0.16380473,0.426413948
0,0.165031617,0.430732351
0,0.162363169,0.4358932
0,0.155627835,0.438512798
0,0.155475452,0.437630346
0,0.161925151,0.443537598
0.000114923,0.165211887,0.453331274
0.005554787,0.16168992,0.465032126
0.03549916,0.171733801,0.469014217
0.085134314,0.191443632,0.457686261
0.086880063,0.193669303,0.428941414
0.05831418,0.185974921,0.398166028
0.013110229,0.178404319,0.372293198
0.000930792,0.1640555,0.367268453
0,0.15410547,0.376378304
0,0.143198,0.37007003
0,0.134980444,0.365458535
0,0.119462805,0.367439274
0,0.103769591,0.362927681
0,0.094796969,0.359578938
0,0.090334477,0.344993417
0,0.087403215,0.356574039
0,0.081533988,0.343096755
0,0.077896944,0.326414731
0,0.075672342,0.314543818
0,0.077303121,0.313270298
0,0.082565623,0.326472067
0,0.088320859,0.330635184
0,0.097056793,0.334457737
0,0.105253531,0.353436177
0.000150263,0.109708956,0.368680148
0.011949293,0.117065927,0.386855378
0.03886799,0.116143426,0.395390545
0.088705059,0.120111081,0.401296528
0.087065098,0.118776992,0.38860149
0.060074319,0.117626551,0.376480687
0.02455725,0.126980583,0.387556959
0.001854302,0.141642293,0.39942292
0,0.161597722,0.426378973
0,0.175444832,0.455911847
0,0.183900226,0.481683775
0,0.188475564,0.487435734
0,0.196995817,0.475206286
0,0.207303226,0.469897289
0,0.167769116,0.414517343
0,0.179750836,0.437504845
0,0.195293074,0.457379822
0,0.218490003,0.475333805
0,0.243589759,0.498556956
0,0.266241746,0.528964472
0,0.288554343,0.559084916
0,0.302034451,0.580010961
0,0.315846921,0.592327331
0,0.327994948,0.59614558
0.000178425,0.343440114,0.613078252
0.00969476,0.35334248,0.627345856
0.032242133,0.329061595,0.632418462
0.084979347,0.352229521,0.648107533
0.077824951,0.369356694,0.652186191
0.050420313,0.392614268,0.663101417
0.014714103,0.416999547,0.672472555
0.000885409,0.448666334,0.684359414
0,0.480527576,0.716623538
0,0.510772716,0.749655243
0,0.548203596,0.788692039
0,0.582432279,0.821130337
0,0.611197474,0.847623677
0,0.631926666,0.863467324
0,0.574735781,0.820736135
0,0.618549386,0.841264338
0,0.642490679,0.846905001
0,0.659695083,0.862059892
0,0.677813237,0.871658099
0,0.698979172,0.890879656
0,0.721231215,0.90576686
0,0.740145888,0.919771428
0,0.754243881,0.926746506
0,0.766705379,0.931149732
0.000140082,0.778774813,0.934207981
0.007144835,0.78540402,0.936074627
0.017124838,0.747264865,0.934316271
0.023620164,0.756758206,0.935462918
0.025899665,0.768948345,0.93588845
0.014053679,0.781190753,0.93679841
0.010283488,0.795716646,0.93718127
0.001281546,0.811415651,0.937420988
0,0.824241331,0.937491825
0,0.834941124,0.937497902
0,0.835839829,0.937471506
0,0.831795443,0.937419993
0,0.832456315,0.937111358
0,0.835780941,0.93702933
0,0.804893979,0.937486205
0,0.839608686,0.937404795
0,0.858802292,0.937098998
0,0.867408054,0.936272323
0,0.870183132,0.93448869
0,0.871546084,0.926684363
0,0.868074145,0.918389894
0,0.864637882,0.907205128
0,0.858697255,0.893155609
0,0.852346569,0.88336357
0.000105646,0.843306023,0.87499928
0.002437541,0.828183222,0.874039668
0.008847234,0.773939203,0.920521228
0.017421647,0.766055711,0.915413631
0.027520851,0.772761194,0.909557022
0.016986895,0.765959847,0.905627717
0.011571918,0.749609726,0.899513639
0.001935257,0.724094707,0.881766265
9.09E-08,0.697420193,0.863948553
0,0.676114446,0.846695471
0,0.649813593,0.820514825
0,0.624623426,0.783092568
0,0.597735334,0.752789099
0,0.575311339,0.734803878
0,0.539094412,0.745874033
0,0.537996439,0.737824196
0,0.530632965,0.711555165
0,0.514666788,0.695038292
0,0.497840564,0.680514564
0,0.479751166,0.656076189
0,0.463311593,0.636820967
0,0.454750962,0.629567515
0,0.449555912,0.618427495
0,0.437796138,0.603187938
0.000229251,0.427262891,0.586690697
0.007531333,0.41423981,0.56066172
0.019687538,0.402611237,0.536203245
0.026687519,0.396279069,0.519469025
0.033182441,0.379688444,0.501769445
0.028954033,0.361685724,0.49691687
0.017619611,0.358266319,0.489297305
0.00303886,0.348428726,0.479009835
5.36E-07,0.34268911,0.481761546
0,0.337836305,0.462323137
0,0.320931535,0.440266897
0,0.304473412,0.419044549
0,0.287234025,0.40024914
0,0.277008823,0.36788833
0,0.243790466,0.326949516
0,0.255901067,0.338710034
0,0.265174548,0.350542155
0,0.264306326,0.345960934
0,0.259059423,0.342710719
0,0.253218085,0.326457743
0,0.242778456,0.306585176
0,0.228375445,0.296081851
0,0.216290328,0.293795875
0,0.210932606,0.288567624
0.000396075,0.211659105,0.279801028
0.013492717,0.207474191,0.275670661
0.035182466,0.197990946,0.273393904
0.049600264,0.186907289,0.275171365
0.062844468,0.17617927,0.268471488
0.046166705,0.1740773,0.257672554
0.021652778,0.172885873,0.245546857
0.001886455,0.177977028,0.256729479
1.48E-06,0.178736428,0.279083768
0,0.172662618,0.301823488
0,0.167031474,0.297543494
0,0.160861764,0.27824457
0,0.154549952,0.244300616
0,0.146856726,0.209588182
0,0.148878648,0.193754526
0,0.147845141,0.194597791
0,0.143972708,0.185606574
0,0.131567585,0.166204255
0,0.122718781,0.148599408
0,0.116428007,0.128295199
0,0.116253592,0.114237054
0,0.113758551,0.10783966
0,0.114541967,0.10765664
0,0.115700215,0.108081109
0.000691578,0.114613128,0.099588003
0.031099324,0.11457736,0.087050939
0.065329868,0.118163575,0.078854125
0.097157792,0.116507709,0.067413167
0.097567682,0.118575043,0.061218122
0.07133603,0.127458634,0.062220105
0.047171659,0.139640807,0.066565347
0.006163225,0.154877894,0.078437959
3.68E-06,0.169936473,0.093867976
0,0.174093641,0.112670467
0,0.179636431,0.130345778
0,0.180100336,0.138801422
0,0.18356053,0.149040076
0,0.183079419,0.164573501
0,0.185862502,0.151063193
0,0.193257961,0.163017478
0,0.198171766,0.185685908
0,0.199629863,0.195928798
0,0.204136607,0.207920585
0,0.204340326,0.220254872
0,0.203632904,0.231262483
0,0.19961995,0.245487821
0,0.198676729,0.255827817
0,0.190640056,0.259021481
0.000683953,0.185650847,0.259564442
0.02405667,0.170395577,0.253010384
0.047353455,0.162170738,0.256180862
0.070393543,0.153319586,0.267016984
0.066163607,0.135505687,0.245067668
0.057551592,0.129741399,0.254133292
0.027490066,0.127612407,0.257591125
0.003318925,0.138217534,0.277738814
7.57E-06,0.137222718,0.282111436
0,0.126926625,0.280406219
0,0.116191935,0.266685913
0,0.106130603,0.246495032
0,0.098104679,0.229384238
0,0.092210756,0.211114359
0,0.07926368,0.170085455
0,0.078825038,0.164173404
0,0.077173218,0.162407731
0,0.072356953,0.171104432
0,0.068184877,0.162230131
0,0.064500319,0.151091839
0,0.063494379,0.135922598
0,0.063763911,0.124574362
0,0.063569678,0.113857898
0,0.06441536,0.108537169
0.000944091,0.062740414,0.096130951
0.028469696,0.05969106,0.083048523
0.09055785,0.063998512,0.075321094
0.139792245,0.057802066,0.064451922
0.14555941,0.051216193,0.05802055
0.111750382,0.050655595,0.060565256
0.054150644,0.053936721,0.070090259
0.007201907,0.059048644,0.085922039
1.43E-05,0.063892337,0.100256877
0,0.064344969,0.113870174
0,0.065686727,0.132216506
0,0.065834811,0.153857495
0,0.064597195,0.176537264
0,0.064060484,0.198264602
0,0.069834663,0.226472694
0,0.069008469,0.2517659
0,0.066916134,0.267189246
0,0.064097093,0.272322756
0,0.0595352,0.259260703
0,0.055915704,0.257774652
0,0.053099357,0.260046888
0,0.053876303,0.258670279
0,0.053881293,0.254977521
0,0.054068111,0.257541172
0.000722129,0.054133154,0.265742286
0.016747764,0.052185982,0.274675264
0.066240832,0.049907804,0.28106379
0.099623927,0.04976746,0.29036702
0.099452066,0.047742194,0.287589199
0.071809976,0.047997234,0.278224179
0.032713894,0.049338328,0.272973476
0.003841979,0.052248524,0.273214564
2.21E-05,0.058276595,0.277000906
0,0.063274136,0.277067611
0,0.066428643,0.277767143
0,0.067682735,0.273170029
0,0.07004091,0.274581653
0,0.072969048,0.269766722
0,0.091132242,0.258077242
0,0.09562492,0.239858706
0,0.103302111,0.231834439
0,0.112693926,0.235289243
0,0.122084687,0.235919029
0,0.135054762,0.238072399
0,0.139712994,0.236347338
0,0.152405643,0.27289237
0,0.169925551,0.312180758
0,0.192464077,0.340988493
0.000956697,0.208352973,0.392403928
0.01552921,0.213167514,0.463119235
0.042225099,0.232366626,0.486689337
0.087547489,0.245616492,0.524648992
0.093600862,0.264022207,0.56188993
0.045653451,0.279529731,0.597007613
0.013727663,0.290280146,0.644675901
0.006498949,0.308915244,0.6789534
2.26E-05,0.33307763,0.696791154
0,0.356583115,0.708648884
0,0.38130461,0.718428336
0,0.404579389,0.740059842
0,0.428170471,0.759386656
0,0.457886383,0.780854983
0,0.507415613,0.791302541
0,0.540544393,0.808323307
0,0.559677177,0.833181931
0,0.574441302,0.871731235
0,0.571174268,0.899449028
0,0.55756094,0.9128727
0,0.53941705,0.925801455
0,0.509976556,0.930563851
0,0.477720362,0.92970859
0,0.46460748,0.924017415
0.000501642,0.447860606,0.923658805
0.024368788,0.425789864,0.910458354
0.057942605,0.382329855,0.900329904
0.066718769,0.378669406,0.89252365
0.06721811,0.372445901,0.894682292
0.046433007,0.382302579,0.895779939
0.015390723,0.394620872,0.893770717
0.001353242,0.453514537,0.891654497
1.72E-05,0.519029637,0.907204245
0,0.568101944,0.90998748
0,0.610003449,0.917657721
0,0.63715912,0.920951202
0,0.646149113,0.903538215
0,0.652148469,0.899052243
0,0.683948127,0.904644167
0,0.697345621,0.92038424
0,0.69099135,0.918088715
0,0.681748949,0.906196606
0,0.66501622,0.906643725
0,0.641887286,0.889842057
0,0.621934431,0.89302123
0,0.595601263,0.915377592
0,0.573269363,0.922781972
0,0.559616494,0.922153656
0.001646224,0.54700683,0.92230237
0.037274115,0.534501183,0.920349089
0.095215527,0.53491396,0.882581604
0.126139158,0.525555464,0.852597059
0.132676537,0.536992676,0.851782384
0.102109093,0.549930866,0.839604328
0.077529721,0.559929393,0.843613977
0.012385852,0.55898634,0.849831396
6.37E-05,0.55465768,0.853045005
0,0.549052869,0.87033706
0,0.54755166,0.867580201
0,0.531245054,0.847062983
0,0.507657355,0.835750687
0,0.477097779,0.825388413
0,0.453625177,0.804390493
0,0.407372253,0.74200042
0,0.388259186,0.694815466
0,0.364196859,0.644076094
0,0.352788607,0.6385657
0,0.328394584,0.605594335
0,0.306284142,0.563650227
0,0.286734319,0.540835303
0,0.272452002,0.521634675
0,0.256746271,0.50707213
0.000822999,0.245512792,0.493436638
0.018773745,0.2289144,0.47122898
0.096569247,0.24558253,0.454663064
0.160134464,0.226461179,0.42898374
0.166319157,0.2083525,0.412718024
0.130030235,0.19081477,0.374779417
0.071537825,0.182699645,0.351463841
0.009280434,0.1786193,0.339064194
8.66E-05,0.176248024,0.338153544
0,0.173740157,0.339851156
0,0.171158847,0.334820201
0,0.174058117,0.329553178
0,0.182099647,0.333124998
0,0.191658745,0.33516315
0,0.205030253,0.35936824
0,0.200984933,0.354822736
0,0.197141544,0.36858981
0,0.201833185,0.388362354
0,0.202606689,0.388999751
0,0.204977215,0.405449368
0,0.193138133,0.413371483
0,0.186361797,0.426716857
0,0.170082533,0.427363554
0,0.158221089,0.42193124
0.002124279,0.140355574,0.414809179
0.061121937,0.120582312,0.41415901
0.151421819,0.089319394,0.376432476
0.225236199,0.078121983,0.377048473
0.223182649,0.070997877,0.380754003
0.177888105,0.069413936,0.379331001
0.112193149,0.077964484,0.402444656
0.019152166,0.099667745,0.418490006
0.00010083,0.126594786,0.434101575
0,0.160506726,0.436836152
0,0.199860923,0.46980834
0,0.243854342,0.499201533
0,0.289980879,0.521559722
0,0.326128799,0.553747742
0,0.373577004,0.574436546
0,0.408074716,0.602598944
0,0.426646241,0.629263198
0,0.434305627,0.659126665
0,0.428273497,0.688638376
0,0.412025253,0.702880708
0,0.40164256,0.711181187
0,0.390715311,0.719036911
0,0.380020418,0.723168897
0,0.372847171,0.719376723
0.002054387,0.365150735,0.705178605
0.02545508,0.353350109,0.677748237
0.054429574,0.338547633,0.658762196
0.092078542,0.324569076,0.644808555
0.087045019,0.317976942,0.644442818
0.075643711,0.311457049,0.635560051
0.051106148,0.305704314,0.632921594
0.021685447,0.299177998,0.632060919
0.000204126,0.298361053,0.63704372
0,0.293808849,0.631900464
0,0.290374001,0.629093412
0,0.28161742,0.628467955
0,0.27195084,0.628236248
0,0.259210495,0.62135711
0,0.235350616,0.623582295
0,0.239353285,0.616733621
0,0.240225449,0.59766285
0,0.23085105,0.585690982
0,0.220677793,0.561664056
0,0.203570906,0.507372438
0,0.193647564,0.435036885
0,0.184064877,0.37000902
0,0.185194214,0.342781503
0,0.195417174,0.336668327
0.000500534,0.204699592,0.355748189
0.004863186,0.211233858,0.385229708
0.023700243,0.195872248,0.386768655
0.052498345,0.211864971,0.413722764
0.067247936,0.213697765,0.438505505
0.035031699,0.215855128,0.465335027
0.018063097,0.218766463,0.49780115
0.004901526,0.221213959,0.534798872
0.000120981,0.217528304,0.556115009
0,0.206534422,0.564148529
0,0.193672644,0.567110024
0,0.179151053,0.559794325
0,0.172289759,0.550923231
0,0.164870385,0.555392058
0,0.165708152,0.561325991
0,0.167910651,0.58848282
0,0.169019322,0.628803711
0,0.158546103,0.647372204
0,0.149761493,0.655083656
0,0.141186631,0.652972162
0,0.132737101,0.645051326
0,0.12369264,0.63599381
0,0.117311165,0.621819069
1.09E-07,0.110996134,0.612330269
0.003489376,0.110378126,0.605496567
0.049406753,0.111674078,0.596777093
0.121399441,0.111268848,0.583903991
0.169019479,0.11278991,0.55981565
0.188704463,0.113975045,0.523941732
0.162741327,0.108868432,0.480558748
0.125016212,0.107985801,0.45487856
0.037875876,0.1113415,0.452960488
0.00038665,0.115492559,0.435773532
0,0.118505829,0.410305836
0,0.117671346,0.376213429
0,0.119194666,0.365956974
0,0.125504799,0.365010314
0,0.138014205,0.361207001
0,0.141107804,0.334070242
0,0.16154634,0.370030062
0,0.188186566,0.406824344
0,0.215574102,0.424093399
0,0.245449109,0.449172259
0,0.27448023,0.47209556
0,0.302384926,0.494692627
0,0.329802921,0.527760068
0,0.354462251,0.575245248
2.50E-07,0.383391676,0.640458248
0.001023402,0.420611119,0.691689493
0.007481422,0.452018869,0.735889108
0.030116613,0.479483185,0.7551648
0.055576762,0.498103737,0.766673967
0.061556213,0.510126249,0.779822967
0.036408107,0.527037732,0.797938494
0.01091284,0.544831297,0.807908046
0.002227293,0.554570765,0.824079236
7.92E-05,0.561417795,0.846213306
0,0.560432048,0.855112624
0,0.562975496,0.861678899
0,0.565532515,0.868293634
0,0.563244808,0.868228095
0,0.558683486,0.871286066
0,0.533458627,0.858143831
0,0.532994705,0.841866353
0,0.541301412,0.847932105
0,0.549466904,0.858619478
0,0.539658123,0.860428787
0,0.525921578,0.858202767
0,0.509078629,0.854082723
0,0.499528056,0.848509044
0,0.494541313,0.849059024
9.31E-07,0.49211314,0.845716564
0.004724449,0.491598304,0.844439868
0.030444092,0.494709061,0.82931816
0.074974139,0.49987241,0.796951492
0.090840805,0.49723575,0.770894288
0.087240912,0.489660044,0.767883033
0.071341642,0.488731057,0.770103359
0.046260464,0.476815081,0.753834891
0.023953743,0.476494374,0.746286315
0.000507559,0.476425783,0.742481865
0,0.473850576,0.731923496
0,0.471051521,0.712893485
0,0.451954752,0.690287016
0,0.437993299,0.678856382
0,0.428565779,0.684248186
0,0.411149753,0.689751758
0,0.398872424,0.666638388
0,0.378490879,0.640856103
0,0.370865966,0.631762504
0,0.367007908,0.616244686
0,0.357355486,0.611629541
0,0.345448141,0.604365627
0,0.33574195,0.598050732
0,0.332793108,0.583901246
1.82E-06,0.331792793,0.577074986
0.004327432,0.324610319,0.576543059
0.049847484,0.314994386,0.578605684
0.173524028,0.314075223,0.570376688
0.242487155,0.306531145,0.57244474
0.227846264,0.286649801,0.575319868
0.182534337,0.288555753,0.573509302
0.090386051,0.294697832,0.571812565
0.017309679,0.316105287,0.586629782
0.000357791,0.322092177,0.608396411
0,0.323125892,0.625527895
0,0.32157586,0.640571685
0,0.327645663,0.654984171
0,0.328250644,0.66138328
0,0.334069797,0.669223259
0,0.334992099,0.669670508
0,0.33472812,0.6607952
0,0.326818339,0.635676822
0,0.319433886,0.623006519
0,0.32438242,0.634037897
0,0.326272371,0.626732522
0,0.329855203,0.609834019
0,0.328570093,0.603562779
0,0.325685749,0.611419915
2.63E-06,0.324322177,0.620310365
0.004225086,0.316986132,0.624435094
0.038714741,0.308559605,0.625865752
0.110538555,0.310616902,0.646739034
0.140489568,0.292221205,0.641961834
0.157387381,0.279549496,0.636592667
0.114501304,0.280350517,0.633891404
0.061852608,0.295990959,0.640544525
0.020325668,0.313108094,0.657208979
0.000522458,0.320400443,0.680127276
0,0.315077401,0.69506044
0,0.30639541,0.706824516
0,0.294507103,0.712736114
0,0.289379246,0.722755731
0,0.281943806,0.730900496
0,0.296614891,0.763168524
0,0.28777981,0.776853137
0,0.268065604,0.774936836
0,0.251342979,0.753433474
0,0.246028336,0.729552616
0,0.239236381,0.726868634
0,0.233809504,0.738334737
0,0.225439173,0.734693338
0,0.219478641,0.729866877
5.32E-06,0.212588293,0.724434524
0.007947331,0.207233676,0.7200614
0.085650102,0.195767276,0.706355023
0.207115343,0.185564395,0.687490957
0.239107903,0.176733417,0.66426022
0.244711841,0.164187629,0.641737701
0.208826982,0.153613704,0.629705541
0.136763331,0.150047095,0.608889991
0.046369834,0.148658935,0.590866171
0.000943558,0.145972951,0.576083211
0,0.140259721,0.57206888
0,0.134201933,0.563096483
0,0.132638185,0.549521328
0,0.134180443,0.532524565
0,0.131415571,0.499005249
0,0.140436115,0.450903918
0,0.14081202,0.431966524
0,0.137469766,0.432399533
0,0.130434339,0.428824012
0,0.132752247,0.42627926
0,0.128971225,0.414829931
0,0.123625638,0.389138068
0,0.122500761,0.374893709
0,0.122141898,0.365433084
1.12E-05,0.126576696,0.351199467
0.02024233,0.122689423,0.341729543
0.110645423,0.119317049,0.330478853
0.195544715,0.122135729,0.308587529
0.259198292,0.120440356,0.291210482
0.251101195,0.113369603,0.271459305
0.234959871,0.096812114,0.253448196
0.149730186,0.09193375,0.250079483
0.076973993,0.090468043,0.266420461
0.00205165,0.088445245,0.271875604
0,0.090039874,0.277180692
0,0.088979791,0.268335794
0,0.089708008,0.258822219
0,0.084472512,0.237858949
0,0.075454643,0.22026643
0,0.08202602,0.221352084
0,0.078643717,0.216953464
0,0.074163488,0.224947622
0,0.072833658,0.263731478
0,0.068884127,0.315113655
0,0.067747326,0.372776962
0,0.073815311,0.425403499
0,0.082301991,0.463427648
0,0.096940186,0.486114747
1.46E-05,0.110107784,0.516403297
0.007093791,0.120180702,0.52306107
0.038492968,0.122511501,0.494949965
0.088187386,0.144395492,0.485945085
0.120455967,0.147510081,0.475865893
0.127756095,0.142023989,0.474671619
0.13558016,0.141392823,0.489954176
0.070673121,0.152533635,0.497084089
0.017898059,0.163307948,0.48834137
0.00103776,0.163150452,0.463902325
0,0.153018276,0.428289391
0,0.140237122,0.387312235
0,0.125746344,0.357986267
0,0.106180873,0.334981035
0,0.090188934,0.319594687
0,0.091144417,0.300519025
0,0.085809372,0.31497959
0,0.085712489,0.342754418
0,0.087192683,0.373034801
0,0.088808941,0.395913748
0,0.084036771,0.403522267
0,0.080741992,0.390294278
0,0.081791827,0.373459727
0,0.080203291,0.356024386
3.15E-05,0.08021481,0.331397108
0.021781453,0.080877205,0.307638291
0.135982867,0.075573038,0.295207552
0.269806151,0.06819915,0.322673695
